track_id,track_name,artist,genre,community_id,genius_title,genius_artist,language,lyrics
5L79aNYCTKiZq7vaOElXYj,"Gone, Gone, Gone",Phillip Phillips,folk,0,"Gone, Gone, Gone",Phillip Phillips,en,"When life leaves you high and dry
I'll be at your door tonight
If you need help, if you need help
I'll shut down the city lights
I'll lie, cheat, I'll beg and bribe
To make you well, to make you well

When enemies are at your door
I'll carry you away from war
If you need help, if you need help
Your hope dangling by a string
I'll share in your suffering
To make you well, to make you well

Give me reasons to believe
That you would do the same for me

And I will do it for you, for you
Baby, I'm not moving on
I'll love you long after you're gone
For you, for you
You will never sleep alone
I'll love you long after you're gone
And long after you're gone, gone, gone

When you fall like a statue
I'm gon' be there to catch you
Put you on your feet, you on your feet
And if your well is empty
Not a thing will prevent me
Tell me what you need, what do you need?

I surrender honestly
You've always done the same for me

So I will do it for you, for you
Baby, I'm not moving on
I'll love you long after you're gone
For you, for you
You will never sleep alone
I'll love you long after you're gone
And long after you're gone, gone, gone

You're my backbone
You're my cornerstone
You're my crutch when my legs stop moving
You're my head start
You're my rugged heart
You're the pulse that I've always needed
Like a drum, baby, don't stop beating
Like a drum, baby, don't stop beating
Like a drum, baby, don't stop beating
Like a drum my heart never stops beating

For you, for you
Baby, I'm not moving on
I'll love you long after you're gone
For you, for you
You will never sleep alone
I'll love you long after you're gone
For you, for you
Baby, I'm not moving on
I'll love you long after you're gone
For you, for you
You will never sleep alone
I'll love you long
Long after you're gone

Like a drum, baby, don't stop beating
Like a drum, baby, don't stop beating
Like a drum, baby, don't stop beating
Like a drum my heart never stops beating for you
And long after you're gone, gone, gone
I'll love you long after you're gone, gone, gone"
2ovfgwwSzH7meSzukyCpUV,The Star of Bethnal Green,Bear's Den,folk,0,The Star of Bethnal Green,Bear’s Den,en,"When I heard you sing
It felt like a christening
A baptism at the back of the bar
I fell under your spell
You sang my life so well
As your voice quivers with each line you deliver
I hear the orchestra as I stand in awe
I felt so close to the Lord
I’ve tried my whole life to ignore

But, Love, I’m alive
And maybe the Star of Bethnal Green
Could lead us back to Bethlehem
Lord, I have tried
And maybe the Star of Bethnal Green
Could lead us back to Bethlehem

When I heard you sing
It was a balm for the blistering
My eyes, all swollen and scarred
Your hands guide mine over the braille
I felt each word without fail

And, Love, I’m alive
And maybe the Star of Bethnal Green
Could lead us back to Bethlehem
Lord, I have tried
And maybe the Star of Bethnal Green
Could lead us back to Bethlehem"
5RsFEHEEI0111kCS8aHRLf,Gardeshon Ke Hain Marey,Nusrat Fateh Ali Khan,folk,0,Nusrat Fateh Ali Khan - Gardashon Ke Hain Mare Huye (English Translation),Genius English Translations,en,"The flow of life's journey has wounded me
My adversaries have troubled me
The flow of life’s journey has wounded me
My adversaries have troubled me
All scars upon my heart
Were inflicted by my friends
All scars upon my heart
Were inflicted by my friends
The ailment of love kills
Sorrow is a killer of reason
Man doesn't succumb to solitude
Others orchestrate his demise
All scars upon my heart
Were inflicted by my friends

People tread far from the thorns
Yet, we bear wounds inflicted by blossoms
You speak of harm from strangers
Yet we confided in those we called friends
All scars upon my heart
Were inflicted by my friends

Bringing this perspective into this world
I have set the stage for a glimpse
Bringing this perspective into this world
I have set the stage for a glimpse
In accordance with God's plan, all my truest friends have become unfaithful
All scars upon my heart
Were inflicted by my friends

Ever since I discerned the height of your stature
Ever since I discerned the height of your stature
Ever since I discerned the height of your stature
When I saw you
When I saw you, the ascetics, those of steadfast faith, proclaimed
’Now, the time has come for humanity to bow in worship.'
Ever since I discerned the height of your stature
Oh, those who gaze at those intoxicated by grace, look within their hearts
They were bewildered once they saw your dynamism
Ever since I discerned the height of your stature
The glass pitcher slipped from my grasp and shattered
I poured the wine on the skewer and placed the kabab in the glass
Ever since I discerned the height of your stature

With these eyes, who will witness the signs of the Day of Judgement?
Who will witness the rising youth of an idolater?
Ever since I discerned the height of your stature

Ever since I discerned the height of your stature
My heart has been utterly shattered
May you remain safe from every calamity
For the days of youth have arrived
Give me more, give me more, O gracious bartender
Give me more, give me more, O gracious bartender
Come closer, let the desire for sight be quenched
Pour some more wine and let my intoxication be relieved

Give me more, give me more, O gracious bartender
I can console my wounded heart and embrace it
Even if it is the illusion of grace, I can still live
My revelry is not restricted to the cup alone
O cupbearer, I can even drink your anger
Give me more, give me more, O gracious bartender
Still, some consciousness remains in me
Give me more, give me more, O gracious bartender
Give me more, give me more, O gracious bartender
Still, some consciousness remains in me
Still, some consciousness remains in me
Today, there is bitterness to the extreme
Today, they too have separated
Today, they too have separated
They used to be in my eternal embrace
They used to be in my eternal embrace
Now they are a gathering of hesitating strangers
They used to be on my side for eternity
Now they are a gathering of hesitating strangers
Enveloping my gathering in darkness
Adorning their own gathering
You wielded a dagger with your own hands
You wielded a dagger with your own hands
Making such an innocent face
My own murderer now stands on my shoulders
My own corpse has been lifted
What is the meaning of loyalty to the enchanted?
What is the meaning of these idols to God?
Through Nasir's innocent eyes
People have been made fools
The flow of life's journey has wounded me
My adversaries have troubled me"
6Vejmu5dz6MMOnn2pIko9q,Forest Fires,Axel Flóvent,folk,0,Forest Fires,Axel Flóvent,en,"I painted you a picture
Picture full of light
It includes a heavy memory
Memory so bright

I can't change your thoughts, my dear
I can't change your fears
But if you want, I'll travel near
To make it disappear

I'll be there in the summer
'Cause your heart isn't safe
You won't go, you're not a runner
So you won't run away
If you could follow your heart gently
You wouldn't be in this mess
Maybe someday, just someday you'll find a way back

Your dreams are incredibly loud tonight
You're creating forest fires
You can't even change your sight
It's stuck in you like a virus

I can't change your thoughts, my dear
I can't change your fears
But if you want, I'll travel near
To make it disappear

I'll be there in the summer
'Cause your heart isn't safe
You won't go, you're not a runner
So you won't run away
If you could follow your heart gently
You wouldn't be in this mess
Maybe someday, just someday you'll find a way back"
7BinuqowXzqQO2fEsYK5yN,Fee Ra Huri,OMNIA,folk,0,Fee Ra Huri,Omnia,en,"Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra huri
Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra huri

Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra huri
Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra huri

Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra huri
Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra hurii!


Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra huri
Wack fol'a day diddle dee dye doe
Je le len 'o je le la le len 'o
Fiddle daddle day diddle dee dye doe
Ho de fee ra hurii!"
4JLcAU2xY90qTkTSNM1lUa,Bang Bang (My Baby Shot Me Down),Nancy Sinatra,folk,0,Bang Bang (My Baby Shot Me Down),Nancy Sinatra,en,"I was five, and he was six
We rode on horses made of sticks
He wore black and I wore white
He would always win the fight

Bang bang, he shot me down
Bang bang, I hit the ground
Bang bang, that awful sound
Bang bang, my baby shot me down

Seasons came and changed the time
When I grew up I called him mine
He would always laugh and say
""Remember when we used to play?""

Bang bang, I shot you down
Bang bang, you hit the ground
Bang bang, that awful sound
Bang bang, I used to shoot you down

Music played, and people sang
Just for me the church bells rang
Now he's gone, I don't know why
And 'til this day sometimes I cry
He didn't even say ""Goodbye""
He didn't take the time to lie

Bang bang, he shot me down
Bang bang, I hit the ground
Bang bang, that awful sound
Bang bang, my baby shot me down"
69d9Rusw6W1cZyat1l96tO,On The Street Where You Live,Nat King Cole,jazz,0,On the Street Where You Live,Nat “King” Cole,en,"I have often walked down this street before
But the pavement always stayed beneath my feet before
All at once am I several stories high
Knowing I'm on the street where you live

Are there lilac trees in the heart of town?
Can you hear a lark in any other part of town?
Does enchantment pour out of every door?
No, it's just on the street where you live

And oh, the towering feeling
Just to know somehow you are near
The overpowering feeling
That any second you may suddenly appear

People stop and stare, they don't bother me
For there's nowhere else on earth that I would rather be
Let the time go by, I won't care if I
Can be here on the street where you live


People stop and stare, they don't bother me
For there's nowhere else on earth that I would rather be
Let the time go by, I won't care if I
Can be here on the street where you live

Let me be on the street where you live"
0edRP0RpOUrjHbbGPSYzaH,Frosty The Snowman,Ella Fitzgerald,jazz,0,Frosty the Snowman,Ella Fitzgerald,en,"Who's debonair with the tall silk hat
Muffler of wool and a tummy that's fat?
King for the day and he loves the road
With a broomstick cane and a heart of gold
That's Frosty the Snowman
He's a jolly happy soul
With a corncob pipe and a button nose
And two eyes made out of coal
Frosty the snowman
Is a fairytale they say
He was made of snow
But the children know
How he came to life one day
There must have been some magic
In that old silk hat they found
For when they placed it on his head
He began to dance around
Oh, Frosty the snowman
Was alive as he could be
And the children say
He could laugh and play
Just the same as you and me
Oh, Frosty the snowman
Knew the sun was hot that day
So he said, ""Let's run
And we'll have some fun
Now before I melt away""
So, down to the village
With a broomstick in his hand
Running here and there all around the square
Saying, ""Catch me if you can""
He led them down the streets of town
Right to the traffic cop
And he only paused a moment when
He heard him holler ""Stop!""
For Frosty the snowman
Had to hurry on his way
But he waved goodbye
Saying, ""Don't you cry
I'll be back again some day""
Hey, listen
Thumpety thump thump
Thumpety thump thump
Look at Frosty go
Hey, look at him
Thumpety thump thump
Thumpety thump thump"
1UiC5wLlvxBWhQBfGeUlxG,Hang Your Lights,Jamie Cullum,jazz,0,Hang Your Lights,Jamie Cullum,en,"Sing, sing, sing of the mistletoe
Dance, dance, dance by the fire
Keep the golden songs alive
With an old church choir
And you can hang your lights on me

Love, love, love under frosty skies
Arm in arm in the snow
There's a twinkle in your eyes
'Cause when you know, you know
And you can hang your lights on me
You can hang your lights on me

Hang your lights (Hang your lights)
Hang your lights (Hang your lights)
You can hang your lights on me
Put yourself at the top of my tree
And you can hang your lights on me

Bring, bring, bring down a gleaming crown
Raise a toast to one and old
Shut the curtains and the door
I want your loving not your war
You can hang your lights on me
You can hang your lights on me

Hang your lights (Hang your lights)
Hang your lights (Hang your lights)
You can hang your lights on me
Put yourself at the top of my tree
And you hang your lights on me


I'll bе your angel
At the top of your tree
'Cause in my stablе
You'll always be
It's a cosy little room
Underneath the frosted moon
We'll hang the lights on you
I'll be your angel
At the top of your tree
'Cause in my stable
You'll always be
It's a cosy little room
Underneath the frosted moon
We'll wrap and hang the lights on you
Let me hang my lights on you
Let me hang my lights on you
There's nothing else this Christmas
That I would rather do
Hang your lights
Oh, oh, oh, oh
Oh

Hang your lights (Hang your lights)
Hang your lights (Hang your lights)
You gotta hang your lights on me
Just put yourself at the top of my tree
Oh
Hang your lights (Hang your lights)
Hang your lights (Hang your lights)
You gotta hang your lights on me
Put yourself at the top of my tree
You can hang your lights on me"
3ytaJfUjlDmaKo1KqllPXA,I've Got My Love To Keep Me Warm,Ella Fitzgerald,jazz,0,I’ve Got My Love to Keep Me Warm,Ella Fitzgerald,en,"The snow is snowing, the wind is blowing
But I can weather the storm
What do I care how much it may storm?
I've got my love to keep me warm

I can't remember a worse December
Just watch those icicles form
What do I care if icicles form?
I've got my love to keep me warm

Off with my overcoat, off with my gloves
I need no overcoat, I'm burning with love

My heart's on fire, the flame grows higher
So I will weather the storm
What do I care how much it may storm?
I've got my love to keep me warm

Yes, snow is snowing, the wind is blowing
But I can weather the storm
What do I care how much it may storm?
I've got my love to keep me warm

Yes, I can't remember a worse December
Just watch those icicles form
What do I care if icicles form?
Baby, I've got my love to keep me warm

Oh, off with my overcoat, off with my gloves
I need no overcoat, I'm burning with love

My heart's on fire, the flame grows higher
So I will weather the storm
What do I care how much it may storm?
I've got my love to keep me warm

The snow is snowing, the wind is blowing
But I can weather the storm, storm, storm
What do I care how much it may storm?
I've got my love to keep me warm

I can't remember a worse December
Just watch those icicles form
What do I care if icicles form?
Cos I've got my love to keep me warm

Yes, off with my overcoat, off with my gloves
I need no overcoat, I'm burning with love

My heart's on fire, the flame grows higher
So I will weather the storm
What do I care how much it may storm
I've got my love to keep me, I've got my love to keep me
I've got my love to keep me warm"
6hP0YCB4QxLaL7ODI9FBou,I've Got My Love To Keep Me Warm - Remastered 2002,Dean Martin,jazz,0,I’ve Got My Love to Keep Me Warm,Dean Martin,en,"The snow is snowing and the wind, it is blowing
But I can weather the storm
What do I care how much it may storm
I've got my love to keep me warm
I cannot remember the worst December
Just watch the icicles form
What do I care if icicles form
I've got my love to keep me warm
Off with my overcoat, off with my glove
Who needs an overcoat? I'm burning with love
My heart's on fire and the flame grows higher
So I will weather the storm
What do I care how much it may storm
I've got my love to keep me warm
I thought you ought to know my heart's on fire
The flames, they just leap higher
So I will weather the storm
Why do I care how much it storms
I've got my love to keep me warm
I've got my love to keep me warm"
2gNjmvuQiEd2z9SqyYi8HH,Summertime,Louis Armstrong,jazz,0,Summertime,Ella Fitzgerald,en,"Summertime
And the livin' is easy
Fish are jumpin'
And the cotton is high
Oh, your daddy's rich
And your ma is good lookin'
So hush, little baby
Don't you cry

One of these mornin's
You gonna rise up singing
Yes, you'll spread your wings
And you'll take to the skies
Mmm, but 'til that morning
There's nothin' can harm you
Yes, with daddy and mammy standin' by

Summertime
And the livin' is easy
Fish are jumpin'
And the cotton is high
Oh, your daddy's rich (Daddy's rich)
And your ma is good lookin' (Your ma is good lookin')
So hush, little baby (Oh, yes)
Baby, don't you cry

Oh, don't you cry
Oh, don't you cry (Don't you cry)
Oh, don't you cry
Oh, don't you cry"
5TI5xqjp1KPC75YIXROB8W,In The Wee Small Hours Of The Morning,Chris Botti,jazz,0,In the Wee Small Hours of the Morning,Chris Botti,en,"In the wee small hours of the morning
While the whole wide world is fast asleep
You lie awake and think about the girl
And never ever think of counting sheep

When your lonely heart has learned its lesson
You'd be hers if only she would call
In the wee small hours of the morning
That's the time you miss her most of—


Now when your lonely heart has learned its lesson
You'd be hers if only she would call
In the wee small hours of the morning
That's the time you miss her most
For it's now you miss her most
That's thе time you miss her most of all"
4Ki4hB64yGgl6OWndtkjf6,The Happiest Christmas Tree - Remastered 2009,Nat King Cole,jazz,0,The Happiest Christmas Tree,Nat “King” Cole,en,"With a hey and a hee and a ho-ho
With a hee and a ho and a ha-ha
With a ho and a ha and a hee-hee
Oh

I'm the happiest Christmas tree
Ho-ho-ho, hee-hee-hee
Someone came and they found me
And took me home with them
Oh, I'm the happiest Christmas tree
Ho-ho-ho, hee-hee-hee
Look how pretty they dressed me
Oh, lucky, lucky me

I got shiny bells that jingle
And tiny lights that tingle
Whenever anyone passes by
I blink my lights and I wink my eye

Oh, I'm the happiest Christmas tree
Christmas Day, wait and see
I'll be laughing happily
With a ho-ho-ho-hee-hee

With a hey and a hee and a ho-ho
With a hee and a ho and a ha-ha
With a ho and a ha and a hey-hey

Oh, I'm the happiest Christmas tree
Ho-ho-ho, hee-hee-hee
Someone came and they found me
And took me home with them
Oh, I'm the happiest Christmas tree
Ho-ho-ho, hee-hee-hee
Look how pretty they dressed me
Oh, lucky, lucky me

I got shiny bells that jingle
And tiny lights that tingle
Whenever anyone passes by
I blink my lights and I wink my eye

Oh, I'm the happiest Christmas tree
Christmas Day, wait and see
I'll be laughing happily
With a ho-ho-ho-hee-hee

With a hey and a hee and a ho-ho
With a hee and a ho and a ha-ha
With a hey and a hee and a ho-ho
With a hee and a ho and a ha-ha
With a hey and a hee and a ho-ho
With a hee and a ho and a ha-ha
With a hey and a hee and a ho-ho
With a hee and a ho and a ha-ha
With a hey and a hee and a ho-ho"
6SvIO9X1alZpKyG3g8EAHB,The Christmas Waltz,Peggy Lee,jazz,0,The Christmas Waltz,Peggy Lee,en,"Frosted window panes
Candles gleaming inside
Painted candy canes on the tree
Santa's on his way
He's filled his sleigh with things
Things for you and for me
It's that time of year when the world falls in love
Every song you hear seems to say
Merry Christmas
May your New Year dreams come true
And this song of mine in three-quarter time
Wishes you and yours the same thing too
(Santa's on his way)
(He's filled his sleigh with things)
(Pretty things for you and for me)
It's that time of year when the world falls in love
Every song you hear seems to say
Merry Christmas
May your New Year dreams come true
And this song of mine in three-quarter time
Wishes you and yours the same thing too
(Merry Christmas, Merry Christmas)
(May your ev'ry New Year dream come true)
Merry Christmas!"
1kPBT8S2wJFNAyBMnGVZgL,I'd Rather Go Blind,Etta James,jazz,0,I’d Rather Go Blind,Etta James,en,"Something told me it was over
When I saw you and her talking
Something deep down in my soul said, ""Cry, girl"" (Cry, cry)
When I saw you and that girl, walking around, ooh

I would rather, I would rather go blind boy
Than to see you walk away from me child, and all

So you see, I love you so much
That I don't want to watch you leave me baby
Most of all, I just don't, I just don't want to be free no
I was just, I was just, I was just sitting here thinking
Of your kiss and your warm embrace, yeah
When the reflection in the glass that I held to my lips now baby
Revealed the tears that was on my face, yeah

And baby, baby, I would rather, I would rather be blind boy
Than to see you walk away, see you walk away from me, yeah
Baby, baby, baby, I'd rather be blind now"
0wUDgZ2hZAJkqDhanHqsUx,O Come All Ye Faithful - Remastered/1990,Nat King Cole,jazz,0,O Come All Ye Faithful,Nat “King” Cole,en,"Oh, come all ye faithful
Joyful and triumphant
O come ye
O come ye to Bethlehem
Come and behold Him
Born the King of angels
O come, let us adore Him
O come, let us adore Him
O come, let us adore Him
Christ the Lord
Sing, choirs of angels
Sing in exaltation
Sing, all ye citizens
Of Heaven above
Glory to God
Glory in the highest
O come
Let us adore him
O come
Let us adore him
O come
Let us adore him
Christ the Lord"
6Oj0CylkftUHZu1jR5INhX,"Let It Snow, Let It Snow, Let It Snow",Dean Martin,jazz,0,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,en,"Oh, the weather outside is frightful
But the fire is so delightful
And since we've no place to go
Let it snow, let it snow, let it snow

Man, it doesn't show signs of stoppin'
And I've brought me some corn for poppin'
The lights are turned way down low
Let it snow, let it snow

When we finally kiss goodnight
How I'll hate goin' out in the storm
But if you really hold me tight
All the way home, I'll be warm

And the fire is slowly dyin'
And, my dear, we're still goodbyein'
But as long as you'd love me so
Let it snow, let it snow, and snow


When we finally kiss goodnight
How I'll hate goin' out in the storm
But if you really grab me tight
All the way home, I'll be warm

Oh, the fire is slowly dyin'
And, my dear, we're still goodbyein'
But as long as you'd love me so
Let it snow, let it snow, let it snow"
1qCQTy0fTXerET4x8VHyr9,What A Wonderful World,Louis Armstrong,jazz,0,What a Wonderful World,Louis Armstrong,en,"I see trees of green, red roses too
I see them bloom for me and you
And I think to myself
What a wonderful world

I see skies of blue and clouds of white
The bright blessed days, the dark sacred nights
And I think to myself
What a wonderful world

The colors of the rainbow, so pretty in the sky
Are also on the faces of people going by
I see friends shaking hands, saying, ""How do you do?""
They're really saying, ""I love you""

I hear babies cry, I watch them grow
They'll learn much more than I'll ever know
And I think to myself
What a wonderful world
​
Yes, I think to myself
What a wonderful world
Oh, yeah"
1ZQ3HIqSmUJVqMy4Jv7nS9,Some Kind Of Wonderful,Peter Cincotti,jazz,0,Some Kind of Wonderful,Peter Cincotti,en,"All you have to do is touch my hand
To show me that you understand
And something happens to me
That's some kind of wonderful
Anytime my little world turns blue
I just have to look at you
Everything seems to be some kind of wonderful
I know I can't express this feeling of tenderness
There's so much I wanna say
But the right words just don't come my way
I just know when I'm in your embrace
This world is a happy place
And something happens to me
That's some kind of wonderful
I know I can't express this feeling of tenderness
There's so much I wanna say
But the right words just don't come my way
I just know when I'm in your embrace
This world is a happy place
And something happens to me
That's some kind of wonderful
Oh wonderful, some kind of wonderful"
4l9hml2UCnxoNI3yCdL1BW,My Funny Valentine,Chet Baker,jazz,0,My Funny Valentine,Chet Baker,en,"My funny valentine
Sweet, comic valentine
You make me smile with my heart

Your looks are laughable
Unphotographable
Yet you're my favorite work of art

Is your figure less than Greek?
Is your mouth a little weak?
When you open it to speak
Are you smart?

But don't change your hair for me
Not if you care for me
Stay, little valentine, stay
Each day is Valentine's Day"
5IIybI1oiOCY3DRUrpQ7zA,La vie en rose,Louis Armstrong,jazz,0,La Vie En Rose,Louis Armstrong,en,"Hold me close and hold me fast
The magic spell you cast
This is la vie en rose

When you kiss me, heaven sighs
And though I close my eyes
I see la vie en rose

When you press me to your heart
I'm in a world apart
A world where roses bloom

And when you speak, angels sing from above
Everyday words seem to turn into love songs

Give your heart and soul to me
And life will always be
La vie en rose"
0sjxRg1VlYfx4YG7uxurrq,I Put A Spell On You,Nina Simone,jazz,0,I Put a Spell On You,Nina Simone,en,"I put a spell on you, 'cause you're mine
Doo doo doo doo doo doo doo doo doo doo doo doo ah
You better stop the things you do
I ain't lyin'
No, I ain't lyin'
You know I can't stand it
You're runnin' around
You know better, daddy
I can't stand it 'cause you put me down, yeah-yeah
I put a spell on you, because you're mine
You're mine


Yeah-yeah, oh yeah
I love ya
I love you
I love you
I love you anyhow
And I don't care
If you don't want me
I'm yours right now
Ah, you hear me
I put a spell on you
Because you're mine"
0qHnnTrylCi1qnzdd4gM1S,Joy To The World - Remastered 1999,Nat King Cole,jazz,0,Joy to the World,Nat “King” Cole,en,"Joy to the world
The Lord is come
Let earth receive her King
Let every heart prepare him room
And heaven and nature sing
And heaven and nature sing
And heaven, and heaven and nature sing

Joy to the earth
The Savior reigns
Let men their songs employ
(Let me their songs employ)
While fields and floods
Rocks, hills and plains
Repeat the sounding joy (Repeat the sounding joy)
Repeat the sounding joy (Repeat the sounding joy)
Repeat, repeat the sounding joy

He rules the world
With truth and grace
And makes the nations prove
The glories of His righteousness
And wonders of His love
And wonders of His love
And wonders, and wonders of his love"
5zz9ypkkewsz1sfqntWOn1,Blue Skies,Ella Fitzgerald,jazz,0,Blue Skies,Ella Fitzgerald,en,"Blue skies smiling at me
Nothing but blue skies do I see
Bluebirds singing a song
Nothing but bluebirds all day long
Never saw the sun shining so bright
Never saw things going so right
Noticing the days hurrying by
When you're in love, my how they fly
Blue days, all of them gone
Nothing but blue skies from now on
Never saw the sun shining so bright
Never saw things going so right
Noticing the days hurrying by
When you're in love, my how they fly
Blue days, all of them gone
Nothing but blue skies from now on"
63wkGcwWKlBcUlhFP0grhK,The Touch Of Your Lips,Chet Baker,jazz,0,The Touch of Your Lips,Chet Baker,en,"The touch of your lips
Upon my brow
Your lips that are cool and sweet
Such tenderness
Lies in their soft caress
My heart forgets to beat

The touch of your hands
Upon my head
The love in your eyes ashine
And now, at last
That moment divine

The touch of your lips
On mine...


The touch of your hands
Upon my brow
The love in your eyes ashine
And now, at last
That moment divine

The touch of your lips
The love in your eyes
The touch of your lips
On mine"
5HEBldorS36WzDnEni90iw,Hark! The Herald Angels Sing - Remastered 1999,Nat King Cole,jazz,0,Hark! The Herald Angels Sing,Nat “King” Cole,en,"Hark, the herald angels sing
""Glory to the new born King
Peace on earth and mercy mild
God and sinners reconciled""
Joyful all ye nations rise
Join the triumph of the skies
With the angelic host proclaim
""Christ is born in Bethlehem""
Hark, the herald angels sing
""Glory to the new born King""

Hail the Heaven born, Prince of Peace
Hail the Son of Righteousness
Light and life to all He brings
Risen with healing in His wings
Mild He lays His glory by
Born that man no more may die
Born to raise the sons of earth
Born to give them second birth
Hark, the herald angels sing
""Glory to the new born King"""
6zzLSQGQtCjbnWV79Dppdy,The Christmas Song (Merry Christmas To You) - Remastered,Nat King Cole,jazz,0,The Christmas Song (Merry Christmas to You),The Nat “King” Cole Trio,en,"Chestnuts roasting on an open fire
Jack Frost nipping at your nose
Yuletide carols being sung by a choir
And folks dressed up like Eskimos
Everybody knows a turkey and some mistletoe
Help to make the season bright
Tiny tots with their eyes all aglow
Will find it hard to sleep tonight

They know that Santa's on his way
He's loaded lots of toys and goodies on his sleigh
And every mother's child is gonna spy
To see if reindeers really know how to fly

And so I'm offering this simple phrase
To kids from one to ninety-two
Although its been said many times, many ways
Merry Christmas to you


And so I'm offering this simple phrase
To kids from one to ninety-two
Although its been said many times, many ways
Merry Christmas to you"
2x9gxKi3h7o7gLbzC37rPk,Deck The Halls,Nat King Cole,jazz,0,Deck The Halls,Nat “King” Cole,en,"Deck the halls with boughs of holly
Fa-la-la-la-la, la-la-la-la
'Tis the season to be jolly
Fa-la-la-la-la, la-la-la-la
Don we now our gay apparel
Fa-la-la, la-la-la, la-la-la
Troll the ancient Yuletide carol
Fa-la-la-la-la, la-la-la-la

Fa-la-la, la-la-la, la-la-la
Fa-la-la, la-la-la, la-la-la
Fa-la-la, la-la-la, la-la-la
Fa-la-la, la-la-la, la-la-la

See the blazing Yule before us
Fa-la-la-la-la, la-la-la-la
Strike the harp and join the chorus
Fa-la-la-la-la, la-la-la-la
Follow me in merry measure
Fa-la-la-la-la, la-la-la-la
While I tell of Yuletide treasure
Fa-la-la-la-la, la-la-la-la

Fa-la-la-la-la, la-la-la-la"
1nAqLID4ZQTgDx4mkL4Ikt,All I Want For Christmas Is You,Jamie Cullum,jazz,0,All I Want for Christmas Is You,Jamie Cullum,en,"I don't want a lot for Christmas
There's just one thing I need
I don't care about the presents
Underneath the Christmas tree
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you
I don't want a lot for Christmas
There is just one thing I need
I don't care about the presents
Underneath the Christmas tree
I don't need to hang my stocking
There upon the fireplace
Santa Claus won't make me happy
With a toy on Christmas day
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you
You baby
I won't ask for much this Christmas
I won't even wish for snow
I'm just gonna keep on waiting
Underneath the mistletoe
I won't make a list and send it
To the North Pole for Saint Nick
I won't even stay awake to
Hear those magic reindeer click
'Cause I just want you here tonight
Holding on to me so tight
What more can I do
Baby all I want for Christmas is you
You
All the lights are shining
So brightly everywhere
And the sound of children's
Laughter fills the air
And everyone is singing
I hear those sleigh bells ringing
Santa won't you bring me the one I really need
Won't you please bring my baby to me
Oh I don't want a lot for Christmas
This is all I'm asking for
I just want to see my baby
Standing right outside my door
Oh I just want him for my own
More than you could ever know
Make my wish come true
Baby all I want for Christmas is you
All I want for Christmas is you baby
All I want for Christmas is you baby"
1fBUmT2qNGdTgaS4XXwGnA,O Little Town of Bethlehem,Nat King Cole,jazz,0,O Little Town of Bethlehem,Nat “King” Cole,en,"O little town of Bethlehem
How still we see thee lie
Above thy deep and dreamless sleep
The silent stars go by

Yet in thy dark streets shineth
The everlasting light
The hopes and fears of all the years
Are met in thee tonight

For Christ is born of Mary
And gathered all above
While mortals sleep, the angels keep
Their watch of wondering love

Oh morning stars together
Proclaim the holy birth
And praises sing to guard our King
And peace to men on earth"
2lFJU6QpogoFm524M5yF7b,Here Comes Santa Claus,Doris Day,jazz,0,Here Comes Santa Claus,Doris Day,en,"Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
Vixen and Blitzen and all his reindeer
Pullin' on the reins
Bells are ringin', children singin'
All is merry and bright
So hang your stockings and say your prayers
'Cause Santa Claus comes tonight
Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
He's got a bag that's filled with toys
For boys and girls again
Hear those sleigh bells jingle jangle
Oh what a beautiful sight
So jump in bed, and cover your head
'Cause Santa Claus comes tonight
Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
He'll come around when chimes ring out
It's Christmas time again
Peace on earth will come to all
If we just follow the light
So let's give thanks to the Lord above
'Cause Santa Claus comes tonight
Here comes Santa Claus
Here comes Santa Claus
Right down Santa Claus Lane
Vixen and Blitzen and all his reindeer
Pullin' on the reins
Bells are ringin', children singin'
All is merry and bright
So jump in bed, and cover your head
'Cause Santa Claus comes tonight
Peace on earth will come to all
If we just follow the light
So let's give thanks to the Lord above
'Cause Santa Claus comes tonight
So let's give thanks to the Lord above
'Cause Santa Claus comes tonight"
