track_id,track_name,artist,genre,community_id,genius_title,genius_artist,language,lyrics_preview
5773KSWFzg9kCc8yazjbSt,Deceptacon,Le Tigre,punk,2,Deceptacon,Le Tigre,en,"Who took the bomp?

Every day and night, every day and night
I can see your disco, disco dick is sucking my heart out of my mind
I'm outta time, I'm outta fuckin' time
I'm a gasoline gut with a Vaseli..."
3l9CW99AHtExIRV4hW2N5m,Misery Business,Paramore,punk,2,Misery Business,Paramore,en,"Hit that, hit that snare

I'm in the business of misery, let's take it from the top
She's got a body like an hourglass, it's ticking like a clock
It's a matter of time before we all run out
When I tho..."
5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,The Clash,punk,2,London Calling,The Clash,en,"London calling to the faraway towns
Now war is declared and battle come down
London calling to the underworld
Come out of the cupboard, ya boys and girls
London calling, now don't look to us
Phony Bea..."
3NgApo4U2gMHh0TKXntZRq,Making Christmas,Rise Against,punk,2,Making Christmas,Rise Against,en,"This time
This time
Making Christmas
Making Christmas (making Christmas)
Making Christmas
Making Christmas
Is so fine
It's ours this time
And won't the children be surprised
It's ours this time
Making..."
4fj1VEtbV7GqxLiNbobwps,My Possession,Ministry,industrial,2,My Possession,Ministry,en,"Hanging and banging and cussing and bitching
And scratching and twitching at my demand
Grabbing and poking and bruising and choking
I'm sprinkled, I'm tinkled, I'm losing my man

I found a new way
I f..."
44sysRf8MTsUDDAXVhjwG7,Divide and Conquer,Prong,industrial,2,Divide and Conquer,Prong,en,"There's no relief
There's just regret
Want to forget
Just can't believe
Really don't want any part of this
Just another bad experience
But what's positive or negative
Maybe it's all just relative
You ..."
6hpW7LwyU22cfc7qtFrUTF,What You Are,Sevendust,industrial,2,What You Are,Sevendust,en,"And now for something to see
Watch them gather around
We are the hole that we made
Watch the world burn down
Say what you want, what you want
Give it back to you
What you say, what you feel
Give it ba..."
77L7IkqBv11gA6HNtY6Cka,"Cassandra, Pt II",Area 11,industrial,2,Cassandra (pt II),Area 11,en,"Still, although it doesn’t really matter now
I can’t believe it, that I got so far
I got so far behind, my love
You use me and I use you
I, your savior; you, my muse
The best friend that you’ve been t..."
1J8tZR0ZeunPtPGZzdnP5S,Waterhaul,36 Crazyfists,industrial,2,Waterhaul,36 Crazyfists,en,"Press skin into skin
Just a fraction to gather the senses
Still locking in mine, design
Just a scrape to uncover the evidence
You won't remove me, not anymore
So here we are, now it's obvious
Candle l..."
154kbDHzD3v69qUOxBtnDA,Cuts You Up,Static-X,industrial,2,Cuts You Up,Static-X,en,"I make no apologies
For the past I had to live
Through it all to get
Where I am, fuck it all
If you don't like what I am
Then don't you look at me
Who ever made you a god?
Who ever gave you the right
..."
4HYDEQcel9mdWn6BKVW7CG,The Break,Cold,industrial,2,The Break,Cold Kingdom,en,"Open doors and broken windows
We've been down this road before
So say you will or say you won't
You're killing time, it won't be long

We won't bend 'til we break, 'til we break, No

Bet you'd never t..."
7e0s9v16WhjWLU5pPLxgdZ,The Lunatics Have Taken Over the Asylum,Collide,industrial,2,The Lunatics Have Taken Over The Asylum,Collide,en,"I see a clinic full of cynics
Who want to twist the people's wrist
They're watching every move we make
We're all included on the list
The lunatics have taken over the asylum
The lunatics have taken ov..."
0J0AeuBkJeDOKNT2mslSZr,Circling Overland,Front 242,industrial,2,Circling Overland,Front 242,en,"1-1-2029, the stars are shining bright
Nerves connected to the center, we are tied to the machine
Invisible and silent, circling overland
The planemakers designed it to outturn and outmaneuver
Intrude..."
43C4RgVHrAGuEtz9uRl93u,Bernadette,IAMX,industrial,2,Bernadette,IAMX,en,"You and me in our playhouse
Living in a veil, we never need to go without
Memories bring no joy or peace
We are alone, and all we need

Tuning out of the poison
Every waking day intolerance to overcom..."
0OSyytXWtlGrjXpeta3Idg,Witness,Mindless Self Indulgence,industrial,2,Witness,Mindless Self Indulgence,en,"Son of a bitch
God likes me
I am the best
Fuck everybody else
Suck on my dick
I’m perfect
I am the best
Fuck everybody else
(God likes me)

I need a witness to my life it wasn’t this way all the time
..."
3clE54rWhDEpNi7iw5OjaY,Sara's Mask,CKY,industrial,2,Sara’s Mask,CKY,en,"The first time I saw you I thought that I'd
Just make another
And then I realized that in life you were
Just another mirror
The first words you spoke were the ones that I
Vaguely remember
But tied in ..."
2naBVHNHinneXOYmczG7xE,Killing Strangers,Marilyn Manson,industrial,2,Killing Strangers,Marilyn Manson,en,"This world doesn't need no opera
We're here for the operation
We don't need a bigger knife (Bigger knife)
'Cause we got guns
We got guns, we got guns (We got guns)
We got guns, you better run (Better ..."
3XgnTlLJymGvu9q18AgUt4,In the Air Tonight,Nonpoint,industrial,2,In the Air Tonight,Nonpoint,en,"I can feel it coming in the air tonight
Oh, lord
And I've been waiting for this moment for all my life
Oh, lord, oh, lord

Well, if you told me you were drownin'
I would not lend a hand
I've seen your..."
6iXYjQAsJ132U5BuPjUSEH,In Your Heart,Project Pitchfork,industrial,2,In Your Heart,Project Pitchfork,en,"A book I have - a friend gave me -
I sit on a mushroom when I read
Exhilaration is within
I do not stop for fears
The storm of life
Inside your heart
The storm of love
Can't tear us apart
The winds of..."
0K96xMKM122LUTFfpnhQz6,Now,MDFMK,industrial,2,Now,MDFMK,en,"Don't believe in everything you hear
Don't believe in everything you read
Don't believe in everything you see
Don't believe in me
Don't believe in anything you know
Don't believe there's somewhere you..."
4T073IowTzdJRPBaAtHK0Q,Dawn of the Dead,Murderdolls,industrial,2,Dawn of the Dead,Murderdolls,en,"When tomorrow comes, we'll be one of them
And our only purpose is, to kill off those not dead

We are the dead and we're comin' for you
We are the dead and we're comin' for you
We are the dead and we'..."
0kn3G2T5agaGeduxEkJo1h,Forget to Remember - Acoustic,Mudvayne,industrial,2,Forget to Remember (Acoustic),Mudvayne,en,"What have I done?
Where have I come from?
When I burnt the backs
With the sun through a glass
Did I seal the loss
That's become me?
Feeling undone
What have I become?
When I turned my back on you
I tu..."
7Fu7RDsJZAZtk4NJHLjKj7,You're So Vain,Marilyn Manson,industrial,2,You’re So Vain,Marilyn Manson,en,"You son of a gun
You son of a gun
You son of a gun
You son of a gun

You walked into the party
Like you were walking onto a yacht
Your hat strategically dipped below one eye
Your scarf, it was apricot..."
2i8nC4Lm36cfENwasKctjv,All Day,Ministry,industrial,2,All Day,Ministry,en,"Well I'm hiding my eyes from the morning sun
And I keep on working till the work is all done
But a voice in my head keeps ticking away
As the sweat's hosed down from yet another day
Well he works hard..."
5l8VhbHKUX1Bq5tTUpsllQ,Nothing Left To See Here Anymore,Sevendust,industrial,2,Nothing Left to See Here Anymore,Sevendust,en,"Slap my face once again
So I can feel the one before this began
Burned out at both the ends
Time to tear down the walls and start it again

You're reaching out
I'm pulling back again (Nothing left to ..."
66Enc7TQFuLfGo29Tv9MOC,Move Harder,Faderhead,industrial,2,Move Harder,Faderhead,en,"Move harder
Get darker
Get darker
Big bad Night City vibes
You turn around
And I turn wild
You got that innocent smile
To hide the dirtiest of minds
Dirtiest of minds
Scream
Move harder
For me
Get dar..."
4XtRA7CmgudlrRtcqTKAAv,Only In My Mind,Imperative Reaction,industrial,2,Only In My Mind,Imperative Reaction,en,"You know it's true
And though I tried to hide it
It shows in you
I know it's true
And though you still deny it
I see right through
All you won't admit
But what if you're the reason
I can't fall far en..."
1Xp33XxPNz2YgcVGq4UiFG,Major Tom (Coming Home) - Technomancer feat. Angst Pop Remix,Apoptygma Berzerk,industrial,2,Major Tom (Coming Home) - Technomancer feat. Angst Pop R,Apoptygma Berzerk,en,"Standing there alone, the ship is waiting
All systems are go, ""Are you sure?""
Control is not convinced, but the computer
Has the evidence, no need to abort
The countdown starts
Watching in a trance, t..."
6qiYyrTFQvPiVXZCp7qV2E,Too Close To Hate,Sevendust,industrial,2,Too Close to Hate,Sevendust,en,"Feel it inside
I need someone to bide my time
I look around
This world seems to bring me down (talk to me)

Too close to me, to talk to me, not to me
So close to hate, what you wanna hate? Not to hate..."
44ZiDRfCJKMgjFXAb1LEBv,The Odyssey,Orgy,industrial,2,The Odyssey,Orgy,en,"What would you do if you finally believed in yourself?
But you just don't know your ass from a hole in the ground
So true it's a violation
Hide yourself from the same old memories
Your image is your i..."
7J8V76XTLhJXAm8hwCQKXG,REBOUND!,JPEGMAFIA,industrial,2,REBOUND!,JPEGMAFIA,en,"Yeah, yeah
Yeah, you know, the truth is the truth, you know?
Yeah, uh, uh
Huh, huh

When I look at your shit, I'm like, ""Huh?""
When I look at my shit, I'm like, ""Ah""
Wave cap got me feelin' like Guapd..."
0fRBuPyC2kTDICYNfDgFXp,Ghostbuster!,Psychostick,industrial,2,Ghostbuster!,Psychostick,en,"No ghost!
Ghost
Scary ghost
Ghost
Spooky ghost
Something strange in the neighborhood
Who you call?
Ghostbuster!
Something weird, don't look good
Who to call?
Ghostbuster!
Set trap for ghost
No cross t..."
5pUudDDuJgIpgKIGk2zmxv,Baby I'm Bleeding,JPEGMAFIA,industrial,2,Baby I’m Bleeding,JPEGMAFIA,en,"Let that shit run
Ah, fuck
Fuck is, fuck
Alright, alright, alright, shit
(
You think you know me
)
Ah, fuck
Uh, uh
S-stop, it's over, it's ov–
Uh

""Peggy, where you been at?"" Getting all this promo
Wh..."
5MelFaia7UyOxn3Xkhcunf,OG!,JPEGMAFIA,industrial,2,OG!,JPEGMAFIA,en,"Yes, but you are the hip-hop gangster
To switch around the answer bring it right to the top
 (Woah)
Sir Vicious Just Ice, the gangster of hip-hop
To switch around the answer bring it right to the top
..."
3lUwCryVobacobYrN5f2Je,Switchback,Celldweller,industrial,2,Switchback,Celldweller,en,"(Go, go)
(Switchback)
(Go, go)
(Switchback)
(Go, go)
(Switchback)
(Go, go)
(Switchback)
(Go, go)

I've made a choice
That I regret
Now what I see
Is what I get

It's too late to look back
I've got no ..."
1QcYkVyP0dJb8eUtiVlxVz,Use Once and Destroy - Version - Dismantled,Psyclon Nine,industrial,2,Use Once and Destroy [version - Dismantled],Psyclon Nine,en,"D E F I L E
M E
She'll say and she'll scream
D E F I L E
M E
From untouched to unclean
Just a pretty little whore
Fucking used up so dirty so filthy so sore
They say discard after use
What's it worth ..."
6OU3XgmPw6IqJacZEojmdQ,Rubicon,VNV Nation,industrial,2,Rubicon,VNV Nation,en,"Praying for myself
These thoughts I try to hide
I have faith in me and hope this will survive
But it's tearing me apart
I can't hear the words by which I guide
So I must ask again, who will carry me?
..."
57MK20yqk9PMAffdgWR3DF,"It's Just a Movie, Stupid",Psychostick,industrial,2,"It’s Just a Movie, Stupid",Psychostick,en,"She was all alone in this imperfect world
And was very, very lonely
Nobody really understood just how she felt
Till one day she slipped on a banana peel
Then there he was, he picked her up
And asked h..."
1Qv4zyb1lbJzPBzTnUpyN6,Isolaytore,Static-X,industrial,2,Isolaytore,Static-X,en,"Kill myself, nothing left
I feel this
Slowly, I'm put to death
I've seen it all, no regrets
Mental regress
Chemicals used in excess

Die old, breathing cold
Cries heating broken lies
Kiss the world al..."
5MGJhI5TaHlksKhIxRwzfy,Straight Jacket,Skindred,industrial,2,Straight Jacket,Skindred,en,"Wha dem ah go do when we get too strong
Pick up sticks ah new selection
Handle the pain and the rejection
Giving all of the world ah shock to dem brain
Can't take this botheration
Chemical masturbatio..."
2Bq81wqnLtbfhi0x2KYBcO,"Blood, Brains & Rock'n Roll",Zombie Girl,industrial,2,"Blood, Brains & Rock’n’Roll",Zombie Girl,en,"The blood is flowing in you
The blood is rushing through your veins
Bound in flesh, wrapped in skin
What you feel is not a sin
No need to fight this
You're on the other side now
No need to fear this
C..."
2OEP0pMfahwuRS6048mxfV,Mi Queso,Psychostick,industrial,2,Mi Queso,Psychostick,en,"Yum

Got a hunger rollin' through mi panza
Don't want the sauce or the guac, no
Need the cheeses, both colors please
Got yellow and white-ah
Chop up a jalapeno by hand
Melt down with Ro-Tel, use a who..."
4lq8I4zKg92PeqM7hdDrB7,Grind 2 Halt,Static-X,industrial,2,Grind 2 Halt,Static-X,en,"Three, four
Ah...!

Pitch slap, deep-space techno echo
Gate and filter the thoughts
Short break, electric scramble
Take what you thought was yours
Tribal bible, punching metal
Black fills up every kno..."
05X7coSTvw1MidUYNwqc41,The Ballad of the Nameless,Cold,industrial,2,The Ballad of the Nameless,Cold,en,"Nameless wasn't the same since
He moved out to the edge of town
Near the wreckage by the falls
No one ever would claim him
Story was, he came to town
Then the devil took his soul
We all know you're ga..."
6Kd4iGylMjrpr1xVbuYKVw,the 27 club,JPEGMAFIA,industrial,2,​The 27 Club,JPEGMAFIA,en,"And we on…

Welcome to the 27 club
And if I die before I wake, yeah
At the 27 club
I pray the lord my soul to take
Welcome to the 27 club
And if I die before I wake, yeah
To the 27 (xirdneH imiJ, eof ..."
3ZEJ9Km0dHJee9CJPmP1v4,New Found Power,Damageplan,industrial,2,New Found Power,Damageplan,en,"Why have we waited so long?
Suppressing the power inside
Tear away all that was wrong
Something too massive to hide

It's time to rip the chain from your neck
Let go the past as you purge
Free now fro..."
7pluJ15vmT0NZdX2lmIbBI,Deep Inside of You,Third Eye Blind,alt-rock,2,Deep Inside of You,Third Eye Blind,en,"When we met light was shed
Thoughts free flow, you said you've got something
Deep inside of you
A wind chime voice sound, sway of your hips round rings true
It goes deep inside of you
These secret gar..."
3F8dSAI8l3euloq5a8EenB,Epic,Faith No More,alt-rock,2,Epic,Faith No More,en,"Can you feel it, see it, hear it today?
If you can't, then it doesn't matter anyway
You will never understand it, 'cause it happens too fast
And it feels so good, it's like walking on glass
It's so co..."
3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,alt-rock,2,Like a Stone,Audioslave,en,"On a cobweb afternoon in a room full of emptiness
By a freeway, I confess I was lost in the pages
Of a book full of death, reading how we'll die alone
And if we're good, we'll lay to rest anywhere we ..."
4dyx5SzxPPaD8xQIid5Wjj,Young Folks,Peter Bjorn and John,alt-rock,2,Young Folks,Peter Bjorn and John,en,"If I told you things I did before
Told you how I used to be
Would you go along with someone like me?
If you knew my story word for word
Had all of my history
Would you go along with someone like me?

..."
4LqXMo9PHrEggPvoTPO6ph,Closing Time,Semisonic,alt-rock,2,Closing Time,Semisonic,en,"Closing time, open all the doors and let you out into the world
Closing time, turn all of the lights on over every boy and every girl
Closing time, one last call for alcohol, so finish your whiskey or..."
5Gs6NY7QTgEq77V3DtPagv,Unstoppable Now,The Phantoms,alt-rock,2,Unstoppable Now,The Phantoms (Rock),en,"(Humming)
(Whoa-oh-oh, oh-oh-oh-oh
Whoa-oh-oh, whoa-oh-oh-oh
Whoa-oh-oh, oh-oh-oh-oh
Whoa-oh-oh, whoa-oh-oh-oh)

It's comin', ya can't stop it now
We runnin', gonna mow ya down
There's a new day risin..."
6AvslIXIi9iaGvukefyVVK,Bottom Of The Deep Blue Sea,MISSIO,alt-rock,2,Bottom Of The Deep Blue Sea,MISSIO,en,"The blood surrounding my body crushing every bit of bone
The salt, it seeps into the pores of my open skin
I wait on you inside the bottom of the deep blue sea
I wait on you inside the bottom of the d..."
1PYe4YkKMsZ4JdvEZYBE6m,Bitter Sweet Symphony - Remastered 2016,The Verve,alt-rock,2,Bitter Sweet Symphony,The Verve,en,"'Cause it's a bitter sweet symphony that's life
Trying to make ends meet, you're a slave to money then you die
I'll take you down the only road I've ever been down
You know the one that takes you to t..."
6rSuL1ViLO7Aljn2WD09s4,Whispers in the Dark,Skillet,alt-rock,2,Whispers in the Dark,Skillet,en,"Despite the lies that you're making
Your love is mine for the taking
My love is just waiting
To turn your tears to roses

Despite the lies that you're making
Your love is mine for the taking
My love i..."
4OEbwdy2hgYXxShjhLtF0e,Bring On The Holidays,TobyMac,alt-rock,2,Bring on the Holidays,TobyMac,en,"Come on, baby, let's not fight
I'm gonna catch the early flight
Before our streets our dressed in white
I'll be there (I'll be there)
And please don't decorate the tree
Have a little heart and wait fo..."
20I8RduZC2PWMWTDCZuuAN,Take Me Out,Franz Ferdinand,alt-rock,2,Take Me Out,Franz Ferdinand,en,"So if you're lonely, you know I'm here waiting for you
I'm just a cross-hair, I'm just a shot away from you
And if you leave here, you leave me broken, shattered I lie
I'm just a cross-hair, I'm just ..."
12sPGeSWgxY2zpPupFYIrZ,Sorry Sack Of Bones,Volbeat,alt-rock,2,Sorry Sack of Bones,Volbeat,en,"The smell is rotten, I'm out in the free
The trees are squeaking and the wolves are unleashed
I got a hole in my head, and the cramps are so tight
I'm decomposing in a sack of bones, I'm on fire
And I..."
0AOmbw8AwDnwXhHC3OhdVB,Courtesy Call,Thousand Foot Krutch,alt-rock,2,Courtesy Call,Thousand Foot Krutch,en,"Hey-o
Here comes the danger up in this club
When we get started man, we ain't gonna stop
We gonna turn it out 'til it gets too hot
Everybody sing, hey-o
Tell 'em turn it up 'til they can't no more
Let..."
0IK8y0vAO0sM630HsxwLht,Middle Finger,Bohnes,alt-rock,2,Middle Finger,Bohnes,en,"You show me love then spit in my face
Making your money off all of my pain
You put an eagle inside of a cage
And you think I'm not strong enough to escape
But I refuse to let you make me feel like I c..."
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,alt-rock,2,Sweater Weather,The Neighbourhood,en,"And all I am is a man
I want the world in my hands
I hate the beach, but I stand
In California with my toes in the sand
Use the sleeves of my sweater, let's have an adventure
Head in the clouds, but m..."
0SRPuTnr5QOKRoIxMvvlgK,Vampire,Dominic Fike,alt-rock,2,Vampire,Dominic Fike,en,"I only showed up to tell you (Ooh)
Everyone at this party's a vampire (Ooh, ooh)
This ain’t red wine (Ooh)
We're all food for the bloodsuckers (Ooh)
Movin' up under the moonlight (Ooh, ooh)
Like the v..."
7j56HrjR9cGzvekvZY3Faz,HandClap,Fitz and The Tantrums,alt-rock,2,HandClap,Fitz and The Tantrums,en,"(Turn it up)

Somebody save your soul
'Cause you've been sinnin' in this city, I know
Too many troubles
All these lovers got you losin' control
You're like a drug to me
A luxury, my sugar and gold
I w..."
2Fwnh2qQUXyC7BVYv05NmL,Back to Beginning,Lamb,trip-hop,2,Back To Beginning,Lamb (UK),en,"Grow up, child, come and face me
We've held on like orphans to a faded dream
We're not what we were. We won't fit in
We don't have to fight what is not what it seems
So don't think I'm going back to b..."
345zZlftOq4rYQEVQoWC0z,Angeline,Faithless,trip-hop,2,Angeline,Faithless,en,"You've been out on the tiles
Winning the smiles of men of low persuasion
But I know you drink yourself crawling in the street until dawn
Girl you look like a bad dream
You've been places I've never be..."
2wC0qK8JN6gblb0ZJzE2d9,Hell Is Round The Corner,Tricky,trip-hop,2,Hell Is Round The Corner,Tricky,en,"I stand firm for our soil
Lick a rock on foil
So they juice me, seduce me
Dress me up in Stussy

Hell is round the corner where I shelter
Ism's and schisms, we're living helter skelter
If you believe ..."
0EGxb1h6ELGKWuCk1GG3zE,Speed Of Light,Alphawezen,trip-hop,2,Speed Of Light,Alphawezen,en,"Touch me, I am losing shape
Look, I am invisible, can you say my name
Is there a perfect sky that we came from?
We`ll be like stars forever shining on
Catch me, I am almost there
How can I be near, I ..."
3RMuJ4qdkgs71mBNbPpZu0,Swimmers,Zero 7,trip-hop,2,Swimmers,Zero 7,en," Do you know
We are the young ghosts
In reverse
Our stories unfold
Moving slow
We’re just killing time
And we know
This fear is a crime
Surrender to your love
Surrender to your heart
Surrender
We are ..."
2orwOmDutgnVoE466OwrdP,Wonder (Nyumo Remix),Nightmares On Wax,trip-hop,2,Wonder,Nightmares on Wax,en,"We may never know
We may never know
Maybe in another life
Maybe we could get it right
Wonder if we'd understand
One day we will meet again
We may never know
We may never know
We may never know
We may ..."
65N0xDuTrVLIEoG1sP96kX,Hol' It Up,Roots Manuva,trip-hop,2,Hol’ It Up,Roots Manuva,en,"Yeah. Check dis. Y'know
Tropical shit, y’know?
Like the juice that you be drinking in the morning
Alright, check

To my boys that hassle banks like Jimmy Floyd
NatWest, TSB, Lloyds and Abbey, make som..."
70gH8QPgnDh6fc6omPRlKY,Search's End,The Wiseguys,trip-hop,2,Search’s End,​The Wiseguys,en,"I have searched
I have searched
I have searched
For a long time
I have searched
I have searched
I have searched
For a long time
I have searched
I have searched
I have searched
For a long time
I have s..."
2W4fPWTc8ivyLz7FO2QqeB,Giving Myself Away,Faithless,trip-hop,2,Giving Myself Away,Faithless,en,"Do, do what I have to
Do, do what I have to
Do, do what I have to
Do, do what I have
Remember Emily?
(""That's a long time. That's a long time."")
In a long dress one summer day she said, ""Yes""
Now ever..."
4V8ocyJeGzYFD5rYsa5WB7,Tonto Rides the Gain,Jon Kennedy,trip-hop,2,Tonto Rides the Gain,Jon Kennedy,en,"(Whoa)
(Ah-ah)
(Whoa)
(Ah-ah)
What exactly's going on down here?
But still I wandered strong
Through this weird and wonderful landscape
I waited patiently with simple happy songs
(Ah-ah)
(Whoa)
What e..."
3E9iBozKyc4dXyu5QSpxQo,Fighting For?,Roots Manuva,trip-hop,2,Fighting For?,Roots Manuva,en,"Uuh-uh, sometimes
It feels like fighting for
Wasting away fighting for
Uuh-uh, sometimes
When it feels like fighting for
Wasting away fighting for

Shoulda been coulda been ain’t so why bother with
No..."
6ggJ6MceyHGWtUg1KLp3M1,Risingson,Massive Attack,trip-hop,2,Risingson,Massive Attack,en,"I seen you go down to a cold mirror
It was never clearer in my era so
You lick a shine upon your forehead or
Check it by the signs in the corridor
You light my ways through the club maze
We would stru..."
2HHC3GxRY2SxqRn6v6TvXX,Lonely Soul,UNKLE,trip-hop,2,Lonely Soul,UNKLE,en,"God knows you're lonely souls
God knows you're lonely souls
God knows you're lonely souls
Yeah, yeah

I believe there's a time and a place
To let your mind drift and get out of this place
I believe th..."
5H5cNU45KyPXMlrxTMj2XM,Left Behind,Zero 7,trip-hop,2,Left Behind,Zero 7,en,"Cleaning up the things, she left behind
Are you on, to find, some peace of mind?
Are you, aware, of the mess, you left, behind?
Scared to think away the cheer
Looking back in a mirror
It all becomes c..."
4iBqN4fvv1j9mvc8sHp8Nu,Your Girl,Blue States,trip-hop,2,Your Girl,Blue States,en,"If you want me for your girl
All you have to do is see
That you're not the boy for me
That you're not the boy for me..."
057XHwrZ3P7de5sAO1wYPJ,Half A World Away,Esthero,trip-hop,2,Half A World Away,Esthero,en,"Tu me tocas
Tu me abrazas*
Y tu me llamas
Pero yo me siento sola*
Muy sola*
Across the sand
The warm air blows
From her eyes you know
She was half a world away
Bites her lip and pulls her clothes
Care..."
4I9bM4okMELRPVlia5Sm9u,Post Modern Sleaze - Flight From Nashville,Sneaker Pimps,trip-hop,2,Post-Modern Sleaze (Flight from Nashville),Sneaker Pimps,en,"She looks ahead
She paints her toe nails red
She's wet and wild
A typical 90's child

She makes every move they make
She takes everything they take
She must be a Thelma or Louise
She must be a post-mo..."
2YCcYjoyShxR1fko25WTdc,Summer Days,Radio Citizen,trip-hop,2,Summer Days,Radio Citizen,en,"Summer Days are filled with rain
And the clouds just
Won´t stop crying
This is when Love goes away
And our hearts felt
Like dying
Standing here
Crying blood and tears
Wasted years for
Life and its unc..."
30u5328ERA8OFk3qrla5m2,Natural Cause,Emancipator,trip-hop,2,Natural Cause (9 Theory Remix),Emancipator,en,"Do you feel how all the parts are falling into place
No matter what you chase
You track it down
If you want to you can find patterns in the stars
No matter who you are
From solid ground
That's spinnin..."
6931KFlt8FNv1v4Us6Cbo2,$160 Million Chinese Man,David Holmes,trip-hop,2,$160 Million Chinese Man,David Holmes,en,There's a 95-pound Chinese man with 160 million dollars behind this door. Let's get him out...
2zvpNdCzRAY5hk7KZSgMSM,Take 15,Bent,trip-hop,2,Mother Nature’s Son (Take 15),The Beatles,en,"One, two
One, two, three, four

Born a poor young country boy
Mother Nature's son, ooh
All day long, I'm sitting singing songs for everyone

Sit beside a mountain stream
See her waters rise
Listen to ..."
1pUFYb9peWkK8m1WCKNRjp,God Is a DJ,Faithless,trip-hop,2,God Is a DJ,Faithless,en,"This is my church
This is where I heal my hurts
It's in natural grace
Or watching young life shape
It's in minor keys
Solutions and remedies
Enemies becoming friends
When bitterness ends
This is my ch..."
49sGyqfSqURWHIKDbkTfdQ,Jungle Drum,Emilíana Torrini,trip-hop,2,Jungle Drum,Emilíana Torrini,en,"Hey, I'm in love
My fingers keep on clickin' to the beatin' of my heart
Hey, I can't stop my feet
Ebony and ivory and dancin' in the street
Hey, it's 'cause of you
The world is in a crazy, hazy hue

M..."
4R9pnPnhz5KXAGbF8RLHMs,Give Up,FKA twigs,trip-hop,2,Give Up,FKA twigs,en,"Tell me why I act this way
Tell me that I'll change someday
I'll be the one that can satisfy you
If I can rectify the—
The few things I've got to change
The few things in my way
Okay, so I've said it ..."
4YwHqHbnyBR7WRA6EZxZGm,Me&Youphoria - Edit,Röyksopp,trip-hop,2,Me&Youphoria (Edit),Röyksopp,en,"Hang on, darling
And don't let go
Just hold tight, baby
And feel me

We're slowly moving closer
We feel the night calling

I could fly you away
Euphoria awaits
I could fly you away
Euphoria awaits

Ho..."
